user_id,session_id,subscription_type,user_journey
475782,4007372-4071945,Annual,Homepage-Courses-Coupon
475920,4077302,Annual,Coupon
475985,4079366-4079382-4079405,Annual,Other
475991,4079643-4584443-4584452-4730054-4744163-4747184-4765599-4765674-4765692,Annual,Homepage-Sign up-Homepage-Course certificate-Career track certificate-Courses-Sign up-Courses-Career tracks-Courses-Homepage-Courses-Homepage-Course certificate-Career track certificate-Pricing-Checkout-Pricing-Checkout-Homepage-Log in-Courses-Log in-Other-Homepage-Log in-Homepage-Log in-Checkout
476068,4083125-4083192-4097799-4097811,Annual,Pricing-Sign up-Pricing-Log in-Checkout
476069,4083194-4097022-4106716-4164206-4475214-4489598,Monthly,Sign up-Homepage-Log in-Homepage-Log in-Other-Courses-Log in-Other-Resources center-Checkout
476093,4084502-4084626,Annual,Coupon
476098,4084668-4084709-4085198-4139806,Monthly,Other-Log in-Checkout
476110,4085473-4104241-4178556-4178605-4178634-4178696-4179552-4179574-4179705-4179727-4180146-4180186-4286049-4344261-4344300-4344307-4344314-4396055-4396065-4396168-4396878-4396879-4396962-4396996,Monthly,Homepage-Sign up-Log in-Checkout-Homepage-Log in-Checkout-Homepage-Log in-Checkout
476129,4087044,Annual,Coupon
476251,4092471-4092539-4092583,Annual,Other
476302,4094178-4503852-4504252-4504593-4505354-4505514-4506463-4506806-4506878-4506965-4507390-4508027,Monthly,Coupon-Sign up-Homepage-Pricing-Course certificate-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Courses-Career track certificate-Pricing-Checkout-Pricing-Checkout-Pricing-Other-Pricing-Checkout-Homepage-Pricing-Checkout-Pricing-Checkout-Homepage-Log in-Homepage-Resources center-Other-Resources center-Other-Log in-Checkout-Course certificate-Other-Resources center-Courses-Pricing-Checkout
476566,4102018-4102039-4102103,Monthly,Homepage-Courses-Sign up-Homepage-Career tracks-Sign up-Career tracks-Sign up-Checkout
476580,4102624-4106236-4118262,Monthly,Homepage-Pricing-Courses-Pricing-Sign up-Checkout
476763,4107036-4133066-4253192-4253347-4426341,Monthly,Other-Course certificate-Sign up-Log in-Checkout
476848,4020332-4020348-4107262-4109056-4109716-4109810-4109846-4109867-4110023-4114874-4114969,Monthly,Homepage-Courses-Homepage-Courses-Career tracks-Courses-Pricing-Courses-Homepage-Pricing-Sign up-Log in-Resources center-Courses-Resources center-Other-Pricing-Resources center-Log in-Resources center-Pricing-Courses-Log in-Checkout
477022,4112482-4154726,Monthly,Coupon
477323,4117161-4118096-4183905-4185008-4189152,Monthly,Instructors-Career track certificate-Career tracks-Courses-Career tracks-Homepage-Pricing-Sign up-Pricing-Sign up-Homepage-Career track certificate-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Pricing-Career track certificate-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Resources center-Upcoming courses-Career tracks-Other-Success stories-Pricing-Career track certificate-Career tracks-Courses-Career tracks-Career track certificate-Career tracks-Courses-Career tracks-Courses-Career tracks-Pricing-Checkout-Homepage-Log in
477463,4118120-4121599-4122043-4122090-4122097-4122101,Monthly,Homepage-Career tracks-Sign up-Career tracks-Sign up-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Pricing-Career tracks-Course certificate-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Sign up-Log in-Checkout
477604,4103127-4103213-4125722-4125784,Monthly,Homepage-Log in-Checkout-Sign up-Checkout
477976,4133879-4133946,Monthly,Homepage-Courses-Homepage-Sign up-Checkout
478040,4135385-4182271-4182307-4182344-4209193-4209322-4244591-4244635-4246045-4246059-4246241-4246285-4257317-4307396-4314894-4345920-4345928-4346398-4346744-4347671-4347808-4353244-4353278-4353436-4371499-4371505-4427677-4427691-4427963,Monthly,Homepage-Sign up-Coupon-Checkout-Sign up-Log in-Checkout-Homepage-Log in-Checkout-Other-Log in-Checkout-Log in-Checkout-Log in-Checkout-Homepage-Log in-Checkout-Log in
478049,4099040-4134741-4135492-4135497-4160060-4188581-4258315-4259906-4269275-4269321,Quarterly,Homepage-Sign up-Homepage-Other-Courses-Career tracks-Success stories-Career tracks-Success stories-Other-Pricing-Sign up-Homepage-Sign up-Checkout-Other-Success stories-Coupon-Log in-Homepage-Log in-Homepage-Log in-Checkout
478081,4136147-4304507-4306916-4306927-4306969-4307109-4307249-4307288-4308148-4310671,Monthly,Homepage-Sign up-Homepage-Sign up-Checkout
478228,4139100-4140157-4140181-4140285-4147413-4147422-4148511-4148561-4148742,Quarterly,Homepage-Log in-Checkout-Homepage-Log in-Checkout
478251,4139610-4139644,Monthly,Courses-Sign up-Checkout
478314,4140973,Annual,Coupon
478421,4143229,Annual,Coupon
478854,4157291-4157460,Annual,Coupon
478956,4161366-4174513-4174749,Monthly,Homepage-Sign up-Checkout
479048,4164151-4166297-4167054-4177489-4186413-4186932-4186942,Annual,Other-Pricing-Success stories-Resources center-Success stories-Log in-Checkout
479087,4165756,Annual,Other
479115,4094243-4094294-4166851,Annual,Other
479150,4168844-4183378-4183712,Monthly,Courses-Sign up-Log in-Checkout
479193,4172107-4172840,Monthly,Courses-Sign up-Checkout
479260,4162828-4175486-4239678-4244056-4461429-4566078-4566106-4710618-4732056,Annual,Homepage-Courses-Sign up-Checkout-Homepage-Sign up-Checkout-Sign up-Checkout
479276,4176060-4176094-4222586-4317769-4317978,Annual,Homepage-Instructors-Homepage-Courses-Career tracks-Courses-Career tracks-Sign up-Log in-Coupon
479353,4179591-4189222-4189364-4189437-4189511-4193277-4204578-4207587-4207954-4210772-4210829-4210880-4211013-4212836-4213127-4232456-4232475-4232603-4232611-4232639,Annual,Homepage-Courses-Career tracks-Career track certificate-Course certificate-Pricing-Sign up-Checkout-Homepage-Courses-Sign up-Log in-Checkout-Homepage-Pricing-Checkout-Log in-Sign up-Log in-Checkout-Pricing-Log in-Checkout-Pricing-Log in-Pricing-Log in-Checkout
479372,4180419,Monthly,Checkout
479391,4180404-4181343-4181402,Quarterly,Pricing-Checkout
479498,4185599,Annual,Coupon
479504,4185943-4750329-4750512-4775046-4810054,Annual,Other-Coupon-Checkout-Coupon
479574,3403629-3468040-4189189-4189370-4189427-4189434-4189748-4189763-4189847-4189856-4497411-4521674-4551706-4589565-4690663-4749014-4749039-4765274-4765279,Monthly,Homepage-Career track certificate-Sign up-Career track certificate-Pricing-Other-Pricing-Checkout-Homepage-Pricing-Checkout-Homepage-Log in-Homepage-Log in-Homepage-Courses-Homepage-Career tracks-Homepage-Log in-Homepage-Log in-Checkout-Log in-Checkout-Homepage-Log in-Checkout
479580,4189571-4190188,Annual,Coupon
479607,4190374,Annual,Coupon
479981,4199837-4200744-4201630-4202314,Monthly,Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Sign up-Checkout
479986,4200703-4201085,Annual,Other
480532,4207657,Annual,Coupon
480615,4208807-4451566-4480702-4480965-4535282-4607281-4607291-4616909-4646913-4669577-4693916-4694052-4745978-4746044-4746085,Monthly,Other-Log in-Other-Resources center-Other-Checkout
480655,4208852-4322389,Annual,Sign up-Homepage-Log in
480663,4071072-4208848-4208903-4324318-4324342-4326360-4480610-4483075-4483198-4483274-4483508,Monthly,Homepage-Career tracks-Pricing-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Sign up-Homepage-Log in-Checkout-Sign up-Homepage-Log in-Checkout
480685,4189289-4209208-4209379-4214363-4214494-4217522-4217523-4217587-4250092-4250107,Monthly,Homepage-Course certificate-Pricing-Courses-Homepage-Sign up-Log in-Checkout-Homepage-Log in-Checkout
481147,4214958-4264180-4277380-4780780-4780871-4780989,Annual,Other
481415,4218858-4254516-4367104-4839052-4839071-4839085-4839189,Annual,Other
481441,2996848-3048852-3173230-3344872-3359334-3492096-3516087-3516405-3785941-3876224-3902223-3903525-3959492-4076677-4095481-4166950-4181423-4181739-4219247-4219297-4219401-4249094-4503071-4506796-4506824-4506861-4536584-4554505-4613198-4613270,Monthly,Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Pricing-Log in-Homepage-Log in-Homepage-Log in-Pricing-Log in-Homepage-Log in-Pricing-Log in-Pricing-Log in-Pricing-Log in-Other-Log in-Other
481765,4225024-4533348-4536519-4836756,Annual,Other
481795,4225620-4226830-4244399,Annual,Homepage-Pricing-Sign up-Checkout
481817,4409525-4678898,Annual,Other
481898,4227175-4306224-4315310,Monthly,Other-Log in-Checkout
481937,4227845-4633508-4633537-4711487,Annual,Other
482184,4694324,Annual,Other
482290,4231300-4231749,Annual,Homepage-Pricing-Career track certificate-Sign up-Pricing-Courses-Course certificate-Courses-Career tracks-Courses-Career tracks-Pricing-Coupon
482356,4232765-4375768-4519360-4645352-4820982-4831539,Annual,Other
482517,4643342-4829782,Annual,Other
483339,4245074-4245128,Monthly,Log in-Sign up-Checkout
483547,4247510-4822605,Annual,Other
483659,4249083-4328090-4436213-4437117-4771034-4773414-4782422-4785744-4786285,Monthly,Other-Homepage-Log in-Homepage-Log in-Other-Homepage-Log in-Homepage-Sign up-Other-Log in-Coupon
483925,4185643-4251235,Annual,Other-Pricing-Coupon
484742,4258433-4674128-4674195,Annual,Other
484804,4259172-4298265-4582351-4595465-4602567-4611912-4614306-4619403-4648347-4652686-4658973-4671589-4824166-4829573,Annual,Other
484842,4259528-4704162-4704181-4732765-4733052,Annual,Homepage-Courses-Sign up-Courses-Log in-Sign up-Other-Coupon-Courses-Sign up-Log in-Checkout
484881,4258594-4259420-4259512-4259668-4260094-4359142-4363035,Annual,Homepage-Sign up-Homepage-Pricing-Career track certificate-Courses-Homepage-Pricing-Career tracks-Courses-Career tracks-Other-Career track certificate-About us-Upcoming courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Sign up-Homepage-Sign up-Homepage-Pricing-Coupon
485413,4267372-4271870-4324962-4330979-4337913-4404414-4410848-4434364-4575276-4632558-4637949-4645450-4645597-4645634-4654594-4667213-4679838-4771439-4782372-4782388-4809073,Annual,Other-Pricing-Sign up-Log in-Other
485840,4272139-4286241,Monthly,Homepage-Courses-Homepage-Sign up-Checkout
486037,4274174-4275313-4291922,Annual,Other
486142,4275186-4787854-4787857-4819529,Annual,Other
486414,4278402-4414308,Monthly,Courses-Sign up-Checkout
486523,3853308-4279680-4346037-4346105-4353297-4353920-4394041,Quarterly,Homepage-Pricing-Homepage-Sign up-Log in-Checkout-Log in
486604,4240846-4277733-4280654-4280742-4358535,Annual,Homepage-Pricing-Homepage-Career tracks-Pricing-Other-Pricing-Sign up-Pricing-Sign up-Coupon
486612,4280817-4542232-4542332-4542383-4547851-4587953-4622005-4622158-4644025-4644058,Quarterly,Other
486736,4282538-4587271-4591139-4611951-4612009-4745574-4745696,Annual,Other-Homepage-Log in-Checkout-Other-Homepage-Log in-Checkout
486754,4282739-4334652-4334663-4342286-4342338-4342564,Annual,Other
486891,4284396-4714354,Quarterly,Other
487499,4293578-4654385-4654390-4692630,Annual,Other
487565,4287699-4294629-4297242-4297276-4366281-4400838-4412726-4422886-4422895-4517518-4562956-4562963-4662614-4776723-4836149-4838845,Annual,Other-Homepage-Sign up-Homepage-Resources center-Homepage-Log in-Homepage-Resources center-Homepage-Career tracks-Sign up-Other
487592,3925415-4294896-4450126-4450305-4450911-4450954-4455863-4455919-4464565-4464648,Quarterly,Homepage-Courses-Pricing-Homepage-Courses-Sign up-Checkout-Resources center-Other-Resources center-Other-Resources center-Checkout-Log in-Checkout
487692,4296677-4842223,Annual,Other
487732,4297319,Annual,Coupon
487797,4298382-4578964-4584927-4584941-4596165-4596347-4603215,Annual,Other
488323,4305714-4305970-4697879-4714998-4715103-4715234,Annual,Homepage-Courses-Sign up-Homepage-Pricing-Homepage-Career tracks-Sign up-Other-Checkout
488416,4307656-4329780-4329836,Monthly,Courses-Sign up-Checkout
488474,4308438-4308515-4337052-4348154,Annual,Other
488477,4308441-4310165,Annual,Homepage-Sign up-Checkout
488590,4309923-4310250-4310337-4311217-4311298-4340065-4341531-4342830-4354901-4357411-4363419-4380284-4387567-4407179-4454633-4455421-4466581-4467568-4473081-4489526-4512207-4599630-4602767-4618195-4628705-4651702-4664310-4673876-4712759-4747703,Annual,Other
489020,4316169-4317115-4634672,Annual,Other
489300,4320657,Annual,Coupon
489305,4320821,Annual,Coupon
489409,4322532-4458663-4805474,Annual,Other
489757,4327535-4737535,Monthly,Other
489879,4328979-4337170-4337368-4337482-4337595,Monthly,Homepage-Career tracks-Homepage-Career tracks-Sign up-Career tracks-Sign up-Homepage-Log in-Homepage-Log in-Checkout-Coupon
490234,4334248-4338641-4428838-4431016-4465471-4548713-4612487-4626486-4655948,Quarterly,Other
490287,4334812-4334926,Monthly,Homepage-Pricing-Upcoming courses-Courses-Upcoming courses-Sign up-Checkout
490310,4264036-4335282-4335343-4335357,Annual,Other-Courses-Pricing-Homepage-Course certificate-Courses-Sign up-Checkout
490353,4327198-4335921-4335923-4350047-4357847-4380794-4395517-4752940-4835163,Annual,Other
490581,4339185-4343775-4364733-4369331-4416902-4474651-4474704,Monthly,Career tracks-Sign up-Homepage-Log in-Homepage-Sign up-Homepage-Career tracks-Courses-Sign up-Log in-Checkout-Coupon
490645,4044556-4045107-4153234-4232613-4315817-4316229-4340055,Monthly,Homepage-Pricing-Courses-Career tracks-Homepage-Courses-Homepage-Pricing-Homepage-Pricing-Homepage-Career tracks-Courses-Career tracks-Instructors-Courses-Pricing-Homepage-Pricing-Homepage-Sign up
490646,4340010,Annual,Coupon
490648,4340219-4346296-4516152-4516238,Monthly,Other
490935,4345827-4346088-4824079-4824383-4824576,Annual,Other
491365,4353237-4360703-4424750-4525195-4588789,Annual,Other-Coupon
491597,4357127-4401779-4403212-4407154,Annual,Homepage-Sign up-Log in-Checkout
491618,3559828-4357245-4358810,Annual,Homepage-Pricing-Courses-Resources center-Career track certificate-Courses-Sign up-Checkout
491840,4359289-4359975-4360910-4361221-4362578,Annual,Homepage-Career tracks-Sign up-Homepage-Pricing-Resources center-Sign up-Checkout
492088,4364947-4365010-4365033-4410667-4435731-4720723-4808930-4808967-4809064,Annual,Other
492205,4343408-4360124-4367476-4367693-4560148-4561375-4676196-4679744-4696032-4696047-4746336-4775883-4790032-4808490-4841442,Annual,Other
492224,4291865-4367958-4712732-4712753-4713634,Monthly,Homepage-Course certificate-Pricing-Career track certificate-Homepage-Sign up-Pricing-Log in-Other-Success stories-Checkout
492312,4369595-4371048-4371125-4389615,Annual,Coupon
492615,4373732-4373816-4378612-4381035-4601612-4617016-4654563-4682868,Annual,Other
493209,4383480-4384141-4392745-4408878-4550866-4733763,Monthly,Homepage-Career track certificate-Course certificate-Courses-Career tracks-Sign up-Other-Log in-Checkout
493296,4385441-4418701-4419507-4419531,Annual,Homepage-Sign up-Checkout
493332,4385807-4387491-4407952-4430963-4452715-4453014-4453045-4453051-4453054-4453057,Monthly,Career tracks-Sign up-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout-Coupon-Checkout
493343,4386224-4387566,Monthly,Homepage-Sign up-Checkout
493403,3855146-4387276-4749613-4817023-4818637-4818643-4818745-4818838-4818898,Annual,Homepage-Pricing-Career track certificate-Course certificate-Courses-Other-Coupon-Checkout-Log in-Checkout
493439,4387897-4394789-4417600-4564411-4672753-4672881-4673211,Monthly,Other
493510,4557814-4600681-4704574-4806699,Annual,Other
493723,4392906-4393026-4495833-4562077-4680967,Monthly,Homepage-Career tracks-Courses-Log in-Sign up-Homepage-Log in-Homepage-Log in-Checkout
493781,4393787,Annual,Coupon
493914,4395679-4397626,Annual,Pricing-Courses-Career track certificate-Career tracks-Courses-Sign up-Checkout
493923,4395894-4494787-4781947-4782478-4782487-4783722-4798470-4833280-4833303,Annual,Homepage-Sign up-Log in-Homepage-Pricing-Homepage-Courses-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in-Checkout
494199,4399517-4400077-4400089-4400496-4400665-4401003-4442060-4462002-4601256-4677039,Annual,Other
494374,4402372-4576667-4576807-4778242-4826102,Annual,Other
494682,4407986-4472156,Annual,Pricing-Sign up-Coupon
494927,4412053-4414473-4414521,Monthly,Courses-Sign up-Checkout
495071,4414672-4416816-4416825,Monthly,Pricing-Course certificate-Sign up-Course certificate-Sign up-Checkout
495307,4418426-4419804,Monthly,Homepage-Courses-Sign up-Checkout
495474,4420934-4421513-4421527-4443511-4443679-4444213,Monthly,Homepage-Career tracks-Pricing-Career tracks-Homepage-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Log in-Sign up-Homepage-Log in-Checkout
495483,4421653-4421666-4421710-4427404,Monthly,Homepage-Career tracks-Homepage-Courses-Course certificate-Courses-Pricing-Courses-Homepage-Career tracks-Sign up-Log in-Checkout
495629,4424182-4687419-4724668-4724683-4724717-4724991-4725021-4725027-4725035-4725041-4725066-4725086,Annual,Other
495825,4427946-4430585-4430657,Monthly,Coupon-Checkout
496115,4429199-4433258-4433264-4434430-4467858-4476092-4677720-4677848-4677954-4678335-4764994,Annual,Other
496165,4433959-4433977-4434388,Monthly,Homepage-Career tracks-Instructors-Pricing-Instructors-Courses-Sign up-Checkout
496423,4437421-4437441-4437500-4437582-4439683-4439728-4539332-4539358-4539647,Annual,Homepage-Courses-Other-Career track certificate-Course certificate-Upcoming courses-Courses-Homepage-Sign up-Coupon-Log in-Coupon
496453,4440120,Annual,Coupon
496848,4447338-4498805-4522477-4546401-4546407-4571865-4573970-4591824-4592076-4607576-4611153-4611154-4611155-4611156-4611706-4611896-4611934-4612003-4612056-4612090-4642050-4642185,Annual,Homepage-Career tracks-Sign up-Checkout-Homepage-Log in-Coupon-Checkout-Coupon-Checkout
497046,4450964-4451177-4468350-4694427-4813778-4813801-4813821,Annual,Other
497091,4451795-4470148,Monthly,Courses-Sign up-Checkout
497190,4454031-4454063-4491722-4491728-4746125,Annual,Other
497224,4137553-4229430-4264428-4264446-4266055-4309326-4454974-4454985-4490342-4539786-4709953-4710095,Monthly,Homepage-Pricing-Sign up-Homepage-Sign up-Career track certificate-Course certificate-Homepage-Sign up-Pricing-Career track certificate-Career tracks-Homepage-Course certificate-Sign up-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Career tracks-Homepage-Sign up-Career track certificate-Courses-Homepage-Sign up-Pricing-Sign up-Homepage-Courses-Course certificate-Homepage-Log in-Homepage-Log in-Checkout
497322,4457115-4457194,Monthly,Homepage-Pricing-Career tracks-Upcoming courses-Courses-Sign up-Checkout
497334,4457472-4474868-4830460,Annual,Other
497350,4457720,Monthly,Other-Sign up
497639,4463390-4614466-4775784-4800985,Annual,Other-Pricing-Checkout
497756,4465495-4510110-4837311-4837342-4837458,Annual,Sign up-Career tracks-Log in-Career tracks-Sign up-Homepage-Course certificate-Sign up-Log in-Checkout
497762,4465513-4532498-4536331-4598985-4823845,Annual,Other
497915,4467890-4468115-4479040-4493851-4521627-4544327-4549011-4549028-4550154-4550209-4550269-4550376,Annual,Other
498038,4469747-4821329,Annual,Other
498125,4488561-4582005-4611374-4632212-4683523-4728357-4728371,Annual,Other
498261,4473419-4488344-4501088-4502115-4502192-4502306,Quarterly,Homepage-Sign up-Checkout-Log in-Checkout
498365,4475342-4475515,Annual,Sign up-Coupon
498498,4524283-4644107-4739861,Annual,Other
498940,4484534-4484544-4484545-4484573-4486394-4497561-4504843,Monthly,Homepage-Pricing-Sign up-Career track certificate-Career tracks-Career track certificate-Career tracks-Career track certificate-Course certificate-Upcoming courses-Career tracks-Pricing-Career track certificate-Other-Success stories-Checkout
499050,4486509-4501386-4516163-4692085-4727753-4727778-4770828-4778349-4778371-4779186-4786326-4801741-4801791-4801842-4801990-4803058-4803065-4803342-4803635-4803702-4804208-4804891-4805643-4805652,Annual,Other-Homepage-Log in-Homepage-Log in-Checkout-Log in-Checkout-Log in-Checkout-Log in-Checkout-Log in-Pricing-Log in-Checkout
499238,4474065-4489893,Annual,Homepage-Courses-Career tracks-Courses-Pricing-Career track certificate-Course certificate-Courses-Career tracks-Courses-Upcoming courses-Courses-Coupon
499260,4490231-4491002,Monthly,Other-Career track certificate-Career tracks-Sign up-Checkout
499330,4491899-4508328-4508904-4536843-4536952-4541801-4541893-4678757,Annual,Other
499528,4495495-4538253-4571703,Quarterly,Homepage-Career tracks-Sign up-Log in-Coupon
499589,4178426-4496980-4550751-4550848-4551010-4552662-4552669-4552906-4567380-4572613-4574373-4610112-4652440-4652692-4653700-4653811,Monthly,Homepage-Pricing-Sign up-Homepage-Log in-Checkout-Log in-Checkout-Log in-Checkout-Log in-Sign up-Checkout
499672,4498479-4498493,Annual,Coupon
499673,4400388-4400408-4400417-4401330-4402253-4402828-4435790-4463545-4463577-4463615-4497335-4497667-4498319-4498387-4498705-4498933-4499994-4510003-4515476-4515513-4546759-4549427-4549441-4553405-4553796-4554372-4554389-4554912-4555130-4555152-4555671-4557260-4565368-4566500-4566583-4567285-4568639-4569219,Annual,Courses-Pricing-Sign up-Courses-Career tracks-Homepage-Courses-Log in-Homepage-Courses-Homepage-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Homepage-Courses-Homepage-Courses-Log in-Courses-Pricing-Checkout-Log in-Checkout-Homepage-Sign up-Homepage-Career tracks-Pricing-Checkout-Homepage-Courses-Career tracks-Courses-Log in-Checkout-Courses-Log in-Coupon-Log in-Coupon-Log in-Coupon-Homepage-Log in-Coupon
499862,4502637-4505127-4512031,Annual,Other-Sign up-Homepage-Log in-Checkout
499933,4505442,Annual,Homepage-Pricing-Checkout-Homepage-Sign up
500168,4515469-4522667-4523305-4528800-4529656-4536146-4560834-4640231-4642495,Quarterly,Homepage-Sign up-Homepage-Sign up-Log in-Homepage-Sign up-Log in-Checkout
500200,4516300-4516334-4538331-4541317-4633922-4634275,Annual,Other
500308,4518837-4553771-4555166,Monthly,Homepage-Career track certificate-Career tracks-Sign up-Log in-Checkout
500312,4518852-4521568,Monthly,Courses-Sign up-Checkout
500355,4519794-4528653-4621311-4621326-4621333-4627950-4726146-4726285-4726402-4739835-4753444-4788500-4812615-4815669-4820402-4820490-4820521,Annual,Homepage-Pricing-Course certificate-Career track certificate-Sign up-Homepage-Course certificate-Sign up-Homepage-Pricing-Checkout-Other-Pricing-Course certificate-Career track certificate-Sign up-Homepage-Course certificate-Log in-Homepage-Pricing-Checkout-Coupon-Homepage-Course certificate-Sign up-Other-Log in-Homepage-Pricing-Checkout-Homepage-Pricing-Homepage-Pricing-Checkout-Homepage-Courses-Sign up-Homepage-Log in-Checkout
500378,4410452-4410543-4520291-4520297-4520426,Monthly,Coupon-Homepage-Sign up-Homepage-Sign up-Homepage-Courses-Homepage-Pricing-Checkout-Pricing-Career tracks-Sign up-Checkout
500825,4528368-4528532-4572935,Annual,Checkout-Homepage-Resources center-Pricing-Courses-Coupon
501344,4539491-4539500-4540713-4561657-4566865-4583206-4587725-4658894-4658907-4779809-4781518-4795491,Monthly,Homepage-Sign up-Log in-Homepage-Log in-Homepage-Log in-Homepage-Sign up-Checkout
501416,4540933-4553025-4554955-4555100,Monthly,Homepage-Sign up-Homepage-Log in-Coupon-Checkout
501470,4542086-4551197-4696213-4699143-4699184-4699272-4700187-4700537-4702318-4702333-4702354,Annual,Other
501885,4552243-4572288-4583581-4584507-4593930-4630366-4630519-4632069-4639325-4649607-4672185-4693969-4730116-4730183-4730389-4730423-4730444-4738056-4766659,Annual,Other-Checkout-Other-About us-Success stories-Resources center-Other-Coupon
501988,4554594-4554635,Annual,Homepage-Pricing-Coupon
502006,4554910,Annual,Homepage-Coupon
502134,4558287-4566243-4587857-4592884-4599721-4600300-4601408-4605842-4609119-4644768-4645258-4728098-4728130,Monthly,Other
502254,4560583-4730876-4733704,Annual,Blog-Courses-Sign up-Homepage-Log in-Checkout
502308,4561969-4591091-4591101-4596285-4651100,Annual,Other
502376,4619152,Annual,Other
502668,4434165-4434928-4439872-4488638-4488677-4488942-4493394-4520986-4560064-4561862-4565617-4565830-4569966-4631778-4631821,Annual,Homepage-Resources center-Career track certificate-Career tracks-Career track certificate-Career tracks-Pricing-Career tracks-Pricing-Upcoming courses-Courses-Upcoming courses-Success stories-Resources center-Homepage-Resources center-Homepage-Blog-Pricing-Homepage-Upcoming courses-Courses-Instructors-Courses-Instructors-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Homepage-Resources center-Other-Courses-Blog-Courses-Career tracks-Courses-Success stories-Other-Sign up-Homepage-Log in-Coupon
502735,4571571,Monthly,Homepage-Pricing-Checkout-Pricing-Checkout
502790,4572993-4606988-4642955-4642974,Annual,Other-Log in-Coupon
502903,4575236-4650976,Annual,Other-Log in-Coupon
502912,4574571-4575457-4575794-4576824-4577139-4578313-4580444-4580512-4580524-4580540-4580576-4581225-4581495-4581513-4584143-4637519-4641967-4653199,Annual,Homepage-Career tracks-Pricing-Career track certificate-Sign up-Career track certificate-Courses-Career tracks-Courses-Upcoming courses-Course certificate-Pricing-Courses-Career tracks-Courses-Pricing-Resources center-Other-Courses-Sign up-Homepage-Course certificate-Resources center-Other-Resources center-Other-Homepage-Log in-Checkout-Other-Homepage-Career tracks-Log in-Courses-Log in-Homepage-Resources center-Other-Resources center-Other-Resources center-Other-Resources center-Courses-Log in-Checkout-Other-Homepage-Log in-Other-Coupon
503051,4488773-4489003-4489187-4489369-4499618-4499632-4578796-4592337-4625407-4644663,Monthly,Homepage-Courses-Career tracks-Homepage-Sign up-Homepage-Career tracks-Homepage-Career tracks-Sign up-Pricing-Checkout-Homepage-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Homepage-Career tracks-Homepage-Pricing-Homepage-Career tracks-Courses-Career tracks-Courses-Homepage-Log in-Homepage-Log in-Checkout
503167,4581630-4582479-4692309-4692362,Annual,Other
503546,4589960-4590016-4590332-4591231,Monthly,Other-Pricing-Other-Career track certificate-Course certificate-Resources center-Course certificate-Resources center-Pricing-Checkout-Pricing-Checkout-Pricing-Sign up-Pricing-Checkout-Pricing-Resources center-Pricing-Resources center-Course certificate-Homepage-Career track certificate-Course certificate-Sign up-Checkout
503566,4590724-4838696-4838751-4838804,Annual,Other
503767,4244709-4260939-4596058-4596424-4688283-4690353-4690444-4691770-4716340-4716396,Annual,Other
503908,4599238-4599273-4599381-4615081-4677723-4680391,Monthly,Courses-Sign up-Courses-Other-Courses-Sign up-Courses-Sign up-Log in-Courses-Log in-Checkout
503971,4601012-4617636-4634493-4653069-4656663-4701590-4701615,Monthly,Other
504016,4602412-4628736-4649162-4649173-4737198,Annual,Other
504294,4607999-4608570-4608723,Annual,Homepage-Sign up-Homepage-Log in-Checkout
504553,4613018-4649854-4737976,Annual,Homepage-Log in-Checkout
504586,4598590-4598682-4598919-4601028-4612362-4613751-4636299,Monthly,Homepage-Courses-Career tracks-Pricing-Other-Pricing-Career track certificate-Homepage-Career tracks-Success stories-Resources center-Other-Courses-Upcoming courses-Course certificate-Career tracks-Sign up-Checkout
504600,4613967-4614094-4614746-4633443-4691067-4692634-4692649-4692694-4692788-4692972,Monthly,Other
